word,answer,cosine_similarity
geur,geur,1.0
zoet,lekker,0.807
zoet,ijsje,0.778
zoet,bolletje,0.644
huilen,huilen,1.0
drinken,drinken,1.0
geven,geven,1.0
springen,springen,1.0
sneeuw,regen,0.727
sneeuw,sneeuwen,0.981
sneeuw,hagelen,0.659
geheim,bibliotheek,0.563
geheim,verplaatsen,0.498
geheim,geheim,1.0
ik,persoon,0.656
ik,ik,1.0
walgen,afgrijzen,0.851
walgen,afschuw,0.871
walgen,afschuwelijk,0.738
bliksem,vermoorden,0.503
bliksem,doodvallen,
bliksem,hoeken,0.488
berg,wolk,0.627
berg,groots,0.595
berg,bergen,0.776
horen,horen,1.0
ruiken,ruiken,1.0
lopen,lopen,1.0
telefoon,bellen,0.836
telefoon,fietsbel,
telefoon,inhalen,0.554
juichen,juichen,1.0
goed,juichen,0.551
goed,winnen,0.557
goed,blij,0.697
klein,dalen,0.549
klein,vliegtuig,0.53
klein,opstijgen,0.526
slang,slang,1.0
bijten,hakken,0.603
bijten,hap,0.886
bijten,bijten,1.0
kruipen,moe,0.549
kruipen,gestommel,
vechten,schieten,0.603
vechten,aanvallen,0.664
vechten,raken,0.577
grommen,tijger,0.569
grommen,boos,0.653
grommen,poes,0.58
vliegtuig,vliegen,0.872
vliegtuig,opstijgen,0.652
vliegtuig,aanvallen,0.546
zingen,zingen,1.0
snel,snel,1.0
misschien,groot,0.522
misschien,laag,0.526
misschien,correct,0.584
vallen,aanvallen,0.669
vallen,hoogspringen,0.558
vallen,vallen,1.0
slaan,slaan,1.0
jagen,schieten,0.735
jagen,vangen,0.707
jagen,lukken,0.607
likken,likken,1.0
fluisteren,fluisteren,1.0
dansen,dansen,1.0
comfortabel,slapen,0.637
bitter,vies,0.708
walgen,overgeven,0.676
goed,goed bezig,
hoog,gooien,0.563
luidruchtig,eng,0.654
zout,niet lekker vinden,
sterk,sterk,1.0
haasten,rennen,0.678
leeg,rond,0.591
vrouw,golven,0.545
vis,vis,1.0
hoorn,trompet,0.83
oud,oud,1.0
eten,eten,1.0
vallen,vallen,1.0
fluisteren,fluisteren,1.0
bloem,pakken,0.492
olifant,olifant,1.0
vlieg,vlieg,1.0
blij,lachen,0.673
zoet,snoepje,0.87
ademen,ademen,1.0
vangen,vangen,1.0
vechten,vechten,1.0
wind,stoppen,0.5
gek,gek,1.0
rijk,geld,0.585
zwaar,zwaar,1.0
bang,bang,1.0
scherp,snee,0.616
slaan,slaan,1.0
staan,lichaam,0.544
zwemmen,zwemmen,1.0
gooien,gooien,1.0
knippen,insect,0.488
auto,auto,1.0
kind,lachen,0.532
dood,krekel,0.52
ziek,vervelend,0.69
verbranden,pijn,0.559
grommen,grommen,1.0
springen,konijn,0.581
lachen,lachen,1.0
snijden,kraken,0.546
koken,luid,0.523
snel,vlieg,0.559
regen,insect,0.553
stil,stil,1.0
staart,leeg,0.528
likken,likken,1.0
zuigen,zuigen,1.0
water,blazen,0.584
glimlach,lachen,0.858
glimlach,schattig,0.612
glimlach,baby,0.544
sneeuw,wind,0.6
sneeuw,schieten,0.546
sneeuw,vliegtuig,0.547
boos,boos,1.0
zoemen,mediteren,0.542
zoemen,bidden,0.544
zoemen,boeddha,0.504
bliksem,motor,0.561
bliksem,botsing,0.599
bliksem,ontploffing,0.634
man,boos,0.558
man,nadenken,0.529
man,chagrijnig,0.557
bijten,kauwen,0.856
bijten,kauwen,0.856
bijten,bijten,1.0
kauwen,kauwen,1.0
horen,duidelijk,0.57
horen,snappen,0.689
horen,begrijpen,0.723
geheim,fluisteren,0.645
geheim,sissen,0.549
geheim,stil,0.633
bal,echo,0.466
bal,stuiteren,0.693
bal,vallen,0.517
groot,gaaf,0.694
groot,verrast,0.543
groot,vet,0.631
niet,ongelofelijk,0.517
niet,ontevreden,0.533
niet,afkeur,0.573
verdrietig,verdrietig,1.0
langzaam,plassen,0.517
langzaam,trein,0.554
langzaam,lopen,0.614
dik,vallen,0.524
dik,poepen,0.551
dik,zuigen,0.572
jagen,springen,0.627
jagen,schieten,0.735
jagen,raken,0.627
weten,denken,0.816
weten,weten,1.0
vliegtuig,vliegtuig,1.0
zwaaien,gedag zeggen,
zwaaien,groeten,0.613
zwaaien,zwaaien,1.0
kat,kat,1.0
koud,koud,1.0
hond,hond,1.0
heet,warm,0.856
heet,heet,1.0
vliegen,vliegen,1.0
rennen,rennen,1.0
lopen,lopen,1.0
eend,eend,1.0
telefoon,bellen,0.836
telefoon,telefoneren,0.972
telefoon,praten,0.624
vogel,vogel,1.0
ei,ei,1.0
ver,ver,1.0
misschien,denken,0.784
misschien,afvragen,0.676
misschien,overwegen,0.666
piepen,muis,0.579
piepen,alarm,0.668
piepen,toon,0.611
geven,geven,1.0
slapen,slapen,1.0
juichen,juichen,1.0
zingen,zingen,1.0
vuur,vuur,1.0
berg,vuurtoren,0.576
berg,berg,1.0
geur,ruiken,0.933
geur,geur,1.0
klein,klein,1.0
zuur,vies,0.623
zuur,pil,0.553
zuur,zuur,1.0
kruipen,kruipen,1.0
kotsen,overgeven,0.887
kotsen,spugen,0.946
klok,klok,1.0
fiets,fietsen,0.975
ik,mens,0.601
ik,vriendin,0.628
ik,ik,1.0
slang,vis,0.606
slang,kwal,0.672
slang,tong,0.614
onweer,hagel,0.78
onweer,bliksem,0.846
onweer,donder,0.797
blazen,blazen,1.0
huilen,huilen,1.0
drinken,drinken,1.0
ruiken,gezicht,0.544
ruiken,stinken,0.917
ruiken,ruiken,1.0
bloem,bij,0.557
gek,,
dood,trommel,0.537
bang,w,0.513
ziek,kuchen,0.642
zoet,denken,0.508
staart,wind,0.552
verbranden,pijn,0.559
likken,smakken,0.696
rijk,lekker,0.637
leeg,slaperig,0.626
groot,indrukwekkend,0.794
hond,hond,1.0
regen,klikken,0.476
slang,slapen,0.489
weten,weten,1.0
zuigen,schrikken,0.549
zwemmen,tegenhouden,0.517
haasten,haast,0.773
snijden,snijden,1.0
kat,kat,1.0
luidruchtig,dansen,0.515
zout,zuur,0.736
stil,zachtjes,0.758
rennen,hijgen,0.617
lopen,fluiten,0.56
wind,wind,1.0
olifant,olifant,1.0
comfortabel,ontspannen,0.771
vogel,vogel,1.0
hoorn,trompet,0.83
heet,hitte,0.87
onweer,storm,0.94
geven,geven,1.0
slaan,vechten,0.654
water,dorstig,0.636
auto,autorijden,0.913
dansen,dansen,1.0
vis,vis,1.0
blij,gelukkig,0.935
klein,verstoppen,0.54
vangen,vangen,1.0
kruipen,kruipen,1.0
eten,eten,1.0
kotsen,kotsen,1.0
knippen,knippen,1.0
koken,koken,1.0
bitter,vies,0.708
zoemen,mediteren,0.542
koud,koud,1.0
hoog,lang,0.672
langzaam,slowmotion,
huilen,huilen,1.0
gooien,gooien,1.0
fiets,motorrijden,
fiets,sporten,0.612
fiets,paardrijden,0.712
bal,cirkel,0.594
bal,rondje,0.616
bal,bal,1.0
kind,baby,0.881
kind,kleuter,0.928
kind,kind,1.0
berg,boom,0.612
berg,groot,0.583
berg,bergen,0.776
verdrietig,huilen,0.695
verdrietig,verdrietig,1.0
drinken,drinken,1.0
grommen,boos,0.653
grommen,frustratie,0.569
grommen,kat,0.599
springen,skiën,0.634
springen,springen,1.0
ruiken,ruiken,1.0
zwaaien,zwaaien,1.0
geheim,stil,0.633
geheim,luisteren,0.545
geheim,stilte,0.705
ik,ik,1.0
boos,agressief,0.689
boos,boos,1.0
ei,kuiken,0.755
ei,ei,1.0
goed,aanmoedigen,0.538
goed,goed,1.0
sterk,gespierd,0.839
sterk,sterk,1.0
blazen,blazen,1.0
fluisteren,fluisteren,1.0
telefoon,bellen,0.836
telefoon,telefoon,1.0
vliegtuig,vliegtuig,1.0
walgen,vies,0.677
walgen,goor,0.664
walgen,misselijk,0.873
ver,kijken,0.584
ver,herkennen,0.54
ver,afstand,0.699
vuur,vuur,1.0
oud,oud,1.0
scherp,snijden,0.623
scherp,snee,0.616
scherp,koken,0.566
horen,luisteren,0.813
horen,begrijpen,0.723
horen,hummen,
staan,jurk,0.525
staan,aanmoedigen,0.598
staan,sterk,0.597
eend,kip,0.772
eend,meeuw,0.687
eend,pinguïn,0.683
glimlach,lachen,0.858
glimlach,glimlach,1.0
zwaar,uitgeput,0.591
zwaar,zwaar,1.0
bliksem,vuurwerk,0.639
bliksem,explosie,0.636
bliksem,bom,0.59
kauwen,kauwen,1.0
vallen,vallen,1.0
vliegen,vliegen,1.0
jagen,schieten,0.735
jagen,afvuren,0.669
jagen,neerschieten,0.711
slapen,slapen,1.0
zingen,zingen,1.0
klok,tijd,0.666
klok,klok,1.0
vlieg,bij,0.575
vlieg,wesp,0.699
vlieg,bromvlieg,0.818
man,hummen,
man,begroeten,0.522
man,herkennen,0.523
geur,ruiken,0.933
geur,snuiven,0.738
geur,genieten,0.556
piepen,auto,0.502
piepen,kapot,0.547
piepen,alarm,0.668
bijten,tongen,0.655
bijten,tikken,0.626
bijten,gehemelte,0.608
ademen,ademen,1.0
vechten,boksen,0.773
vechten,slaan,0.654
vechten,vechten,1.0
juichen,juichen,1.0
sneeuw,opblazen,0.51
sneeuw,bibberen,0.569
sneeuw,koud,0.736
snel,wind,0.544
snel,waaien,0.552
snel,snel,1.0
vrouw,fijn,0.521
vrouw,giechelen,0.477
vrouw,flirten,0.532
misschien,twijfelen,0.642
misschien,denken,0.784
misschien,kiezen,0.579
niet,nee,0.873
niet,tegenhouden,0.605
niet,niet,1.0
zuur,wind,0.564
zuur,rilling,0.517
zuur,mislukken,0.525
dik,vol zitten,
dik,misselijk,0.565
dik,uitgeteld,0.542
lachen,lachen,1.0
leeg,lang,0.584
bloem,blij,0.539
vlieg,vliegen,0.942
scherp,steken,0.626
sterk,sterk,1.0
blazen,blazen,1.0
kauwen,kauwen,1.0
slaan,slaan,1.0
likken,likken,1.0
auto,rijden,0.742
comfortabel,knuffelen,0.607
ei,breken,0.561
langzaam,dansen,0.552
piepen,praten,0.648
grommen,krabben,0.623
horen,luisteren,0.813
weten,denken,0.816
rennen,rennen,1.0
snijden,snijden,1.0
gek,,0.48
groot,juichen,0.544
vrouw,opscheppen,0.481
vis,vis,1.0
slang,slang,1.0
ademen,ademen,1.0
jagen,jagen,1.0
fluisteren,fluisteren,1.0
dansen,dansen,1.0
olifant,olifantje,1.0
boos,boos,1.0
kat,kat,1.0
hond,hond,1.0
berg,piramide,0.638
oud,oud,1.0
ziek,niezen,0.605
kotsen,overgeven,0.887
koken,vertering,0.596
knippen,knippen,1.0
ik,verrassing,0.555
goed,tevreden,0.658
heet,verbranden,0.706
niet,oneens,0.559
bijten,bijten,1.0
vallen,vallen,1.0
springen,springen,1.0
haasten,uitgeput,0.549
rijk,geld,0.585
ver,uitzicht,0.602
snel,aanmoedigen,0.508
regen,regen,1.0
stil,fluisteren,0.715
kruipen,spugen,0.566
drinken,drinken,1.0
slapen,slapen,1.0
zingen,zingen,1.0
zwaaien,lachen,0.56
zwaaien,uitlachen,0.558
zwaaien,toon,0.611
hoog,opwinding,0.536
hoog,kijken,0.516
hoog,indruk,0.491
bliksem,breken,0.537
bliksem,vuurwerk,0.639
bliksem,bliksem,1.0
verdrietig,huilen,0.695
verdrietig,tranen,0.802
verdrietig,teleurstelling,0.698
bang,schrikken,0.874
bang,spoken,0.666
bang,griezelen,
staart,verwarring,0.488
staart,vraag,0.509
staart,zoeken,0.525
vechten,vuurwerk,0.544
vechten,afsteken,0.551
vechten,nieuwjaar,0.505
lopen,neuriën,0.55
lopen,fanfare,0.52
lopen,lopen,1.0
geheim,luisteren,0.545
geheim,fluisteren,0.645
geheim,roddelen,0.606
glimlach,denken,0.539
glimlach,nadenken,0.513
glimlach,groeten,0.637
vogel,vleugel,0.685
vogel,vogel,1.0
koud,koud,1.0
vuur,wind,0.589
vuur,waaien,0.607
vuur,storm,0.626
luidruchtig,juichen,0.627
luidruchtig,praten,0.562
luidruchtig,groeten,0.545
man,frustratie,0.536
man,overleggen,0.513
man,instemmen,0.51
dik,wandelen,0.51
vangen,scoren,0.619
vangen,aanmoedigen,0.615
vangen,winnen,0.755
fiets,fietsen,0.975
fiets,fietsbel,
fiets,inhalen,0.545
eend,eend,1.0
misschien,overleggen,0.544
misschien,twijfelen,0.642
misschien,argument,0.531
geur,geur,1.0
zout,peper,0.807
zout,malen,0.603
zout,kruiden,0.729
vliegen,vliegen,1.0
lachen,lachen,1.0
ruiken,ruiken,1.0
staan,niks,0.583
staan,starten,0.65
staan,staan,1.0
sneeuw,regen,0.727
sneeuw,sneeuw,1.0
vliegtuig,opstijgen,0.652
vliegtuig,vliegtuig,1.0
bitter,proeven,0.568
bitter,bitter,1.0
dood,dood,1.0
blij,glimlach,0.687
blij,blij,1.0
zwaar,zwaar,1.0
zuur,vies,0.623
zuur,proeven,0.586
zuur,smaak,0.652
eten,eten,1.0
zwemmen,zwemmen,1.0
klok,klok,1.0
juichen,juichen,1.0
zoemen,mug,0.609
zoemen,vlieg,0.592
zoemen,bromvlieg,0.597
kind,baby,0.881
kind,kleuter,0.928
kind,kind,1.0
walgen,afwijzen,0.649
walgen,misselijk,0.873
walgen,afkeuren,0.712
onweer,landen,0.512
onweer,mikken,0.45
onweer,blikseminslag,0.811
verbranden,bezeren,0.635
verbranden,verbranden,1.0
geven,geven,1.0
gooien,gooien,1.0
telefoon,bellen,0.836
telefoon,nummer,0.711
telefoon,telefoon,1.0
bal,bal,1.0
hoorn,hoorn,1.0
klein,klein,1.0
zoet,lekker,0.807
zoet,smaken,0.702
zoet,smaak,0.676
huilen,tranen,0.765
huilen,huilen,1.0
zuigen,duimzuigen,
zuigen,proeven,0.561
zuigen,duimen,0.693
water,piano,0.517
water,regenwater,0.775
water,zwembad,0.695
wind,wind,1.0
bloem,uil,0.614
dansen,snoop dog,
ver,uil,0.542
vrouw,zingen,0.506
sterk,pen,0.537
bijten,specht,0.525
blazen,wind,0.732
vangen,breken,0.638
kruipen,kat,0.548
snijden,wegjagen,0.6
koken,storm,0.542
groot,vallen,0.526
langzaam,spook,0.518
klein,muis,0.59
zuur,ketel,0.567
likken,slurpen,0.709
gooien,stoten,0.758
water,drinken,0.692
haasten,rennen,0.678
comfortabel,slapen,0.637
zoemen,berichten,0.544
kind,dwerg,0.61
verdrietig,huilen,0.695
ademen,uitademen,0.969
slapen,slapen,1.0
ruiken,zoeken,0.545
wind,zee,0.586
leeg,verbaast,0.527
olifant,olifant,1.0
geur,ruiken,0.933
zout,eten,0.58
drinken,drinken,1.0
vliegen,vliegen,1.0
staan,broek,0.531
kotsen,gewond,0.518
fluisteren,fluisteren,1.0
gek,frankenstein,0.587
rijk,zakenman,0.496
koud,bibberen,0.614
vis,vis,1.0
luidruchtig,carnaval,0.528
ziek,ziek,1.0
stil,kalmeren,0.732
onweer,aardbeving,0.699
zwemmen,zwemmen,1.0
auto,rijden,0.742
knippen,knippen,1.0
ik,ik,1.0
snel,schaatsen,0.558
goed,belonen,0.578
hoog,groeien,0.603
oud,oud,1.0
geven,cadeau,0.695
weten,eureka,0.545
glimlach,lachen,0.858
glimlach,blij,0.687
glimlach,glimlachen,0.992
zwaaien,zwaaien,1.0
vuur,vuur,1.0
blij,blij,1.0
berg,huis,0.562
berg,berg,1.0
niet,stop,0.618
niet,verbieden,0.63
niet,nee,0.873
vechten,vechten,1.0
grommen,beer,0.57
grommen,grommen,1.0
springen,springen,1.0
sneeuw,sneeuwen,0.981
telefoon,bellen,0.836
telefoon,telefoneren,0.972
telefoon,telefoon,1.0
bitter,vies,0.708
bitter,bitter,1.0
ei,kip,0.77
ei,ei,1.0
zwaar,zwaar,1.0
bang,bang,1.0
slang,haai,0.62
slang,slang,1.0
huilen,huilen,1.0
horen,luisteren,0.813
horen,horen,1.0
fiets,fietsen,0.975
fiets,fiets,1.0
juichen,juichen,1.0
walgen,vies,0.677
walgen,afkeuren,0.712
walgen,smerig,0.663
scherp,mes,0.632
scherp,scherp,1.0
piepen,pesten,0.628
piepen,kapot,0.547
piepen,kraken,0.713
staart,staart,1.0
verbranden,mug,0.521
verbranden,verbranden,1.0
rennen,wandelen,0.732
rennen,hardlopen,0.962
rennen,rennen,1.0
lopen,lopen,1.0
vliegtuig,vliegen,0.872
vliegtuig,superheld,0.531
vliegtuig,stewardess,0.744
geheim,stil,0.633
geheim,bibliotheek,0.563
geheim,sussen,0.521
hond,hond,1.0
heet,heet,1.0
bliksem,instorten,0.527
bliksem,raket,0.626
bliksem,vuurwerk,0.639
kauwen,kauwen,1.0
vallen,flauwvallen,0.787
vallen,vallen,1.0
slaan,slaan,1.0
jagen,schieten,0.735
jagen,jagen,1.0
klok,klok,1.0
zingen,zingen,1.0
boos,ontevreden,0.771
boos,grommen,0.653
boos,hmmpf,
vogel,vogel,1.0
dood,overgeven,0.559
dood,kots,0.545
dood,scheet,0.506
vlieg,mug,0.742
vlieg,dromen,0.545
vlieg,bij,0.575
hoorn,paard,0.577
hoorn,stal,0.492
hoorn,mest,0.502
zoet,eten,0.646
zoet,proeven,0.585
zoet,lekker,0.807
eten,smakken,0.54
eten,kauwen,0.748
eten,eten,1.0
bal,niezen,0.524
bal,water,0.566
bal,regen,0.542
eend,eend,1.0
kat,kat,1.0
man,zelfverzekerd,0.545
man,man,1.0
misschien,vrouw,0.541
misschien,kiezen,0.579
misschien,praten,0.548
regen,regen,1.0
dik,lekker,0.645
dik,heerlijk,0.594
dik,vlees,0.639
lachen,lachen,1.0
zuigen,drinken,0.628
zuigen,slurpen,0.772
zuigen,atten,0.556
bloem,,0.536
gek,verbazing,0.641
kind,medelijden,0.505
dood,verdriet,0.609
bliksem,verassing,0.496
sterk,boosheid,0.56
bijten,gefrustreerd,0.564
kruipen,uitputting,0.544
eten,genieten,0.64
comfortabel,,0.516
auto,,0.487
zwaar,eten,0.516
scherp,bliksem,0.579
langzaam,dansen,0.552
zuur,iets heel lekkers,
dik,teleurstelling,0.525
verbranden,waterval,0.495
rennen,auto,0.583
rijk,blijdschap,0.553
koken,koken,1.0
walgen,kotsen,0.77
vis,vissen,0.966
luidruchtig,enthousiasme,0.611
oud,opa,0.715
verdrietig,huilen,0.695
klein,dier,0.576
grommen,motor,0.553
haasten,dansen,0.51
leeg,zwemmen,0.497
ik,douchen,0.515
groot,kriebelen,0.481
goed,dansen,0.514
heet,koud,0.726
geur,vies,0.595
weten,dj,0.491
fluisteren,slang,0.503
dansen,dansen,1.0
knippen,knippen,1.0
man,stoer,0.532
zoet,eten,0.646
vangen,vangen,1.0
drinken,drinken,1.0
vechten,boksen,0.773
springen,aanmoedigen,0.552
ruiken,ruiken,1.0
olifant,olifant,1.0
snijden,liegen,0.528
boos,vechten,0.571
vuur,schrikken,0.542
misschien,onwetendheid,0.532
piepen,knikken,0.645
vallen,scheef,0.584
horen,horen,1.0
kotsen,overgeven,0.887
zingen,zingen,1.0
sneeuw,sneeuwen,0.981
koud,kou,0.951
ver,zoeken,0.582
ver,turen,0.592
ver,wuiven,0.557
hoog,zien,0.522
hoog,hoogte,0.786
hoog,vallen,0.586
berg,rennen,0.584
berg,marathon,0.58
berg,finish,0.564
huilen,huilen,1.0
geven,geven,1.0
slapen,slapen,1.0
geheim,geheim,1.0
glimlach,glimlachen,0.992
kat,aaien,0.665
kat,hond,0.896
kat,kat,1.0
ei,bal,0.612
ei,ei,1.0
zout,schenken,0.518
zout,zout,1.0
slang,vis,0.606
slang,slang,1.0
vliegen,vliegen,1.0
zwemmen,zwemmen,1.0
lopen,wandelen,0.875
lopen,lopen,1.0
zwaaien,wind,0.598
zwaaien,bries,0.656
zwaaien,heet,0.526
telefoon,alarm,0.632
telefoon,bel,0.718
telefoon,ringtoon,
vogel,dieren,0.723
vogel,vogel,1.0
zoemen,bij,0.582
zoemen,mug,0.609
zoemen,insect,0.566
vrouw,blij,0.517
vrouw,vrolijk,0.517
vrouw,zingen,0.506
vlieg,lucht,0.705
vlieg,autoband,0.492
vlieg,wekker,0.509
bang,knal,0.537
bang,schrikken,0.874
bang,ongeluk,0.543
ademen,inademen,0.963
kauwen,smullen,0.706
kauwen,genieten,0.589
kauwen,smikkelen,0.724
juichen,uil,0.501
juichen,dansen,0.589
juichen,achtbaan,0.544
fiets,uitademen,0.476
fiets,zingen,0.466
fiets,huppelen,0.54
bitter,lekker,0.629
bitter,smaakvol,0.633
bitter,eten,0.502
niet,wandelen,0.52
niet,douchen,0.514
niet,nee,0.873
staart,wind,0.552
staart,bomen,0.602
staart,water,0.551
lachen,lachen,1.0
likken,eten,0.593
likken,smakken,0.696
likken,likken,1.0
gooien,wind,0.56
gooien,vlag,0.532
gooien,storm,0.532
water,galopperen,0.512
water,paard,0.587
water,tijd,0.5
klok,klok,1.0
eend,eend,1.0
snel,sprinten,0.696
snel,haasten,0.794
snel,wedstrijd,0.498
blij,blij,1.0
ziek,ziek,1.0
stil,stilte,0.896
stil,stil,1.0
onweer,explosie,0.622
onweer,vuurwerk,0.616
onweer,bom,0.564
staan,accepteren,0.686
staan,leger,0.554
staan,wachten,0.693
wind,wind,1.0
vliegtuig,vliegen,0.872
vliegtuig,vliegtuig,1.0
bal,gooien,0.656
bal,balsport,0.767
bal,werpen,0.669
hond,hond,1.0
hoorn,wolf,0.598
hoorn,muziekinstrument,0.734
hoorn,oppakken,0.542
regen,regen,1.0
blazen,blazen,1.0
slaan,slaan,1.0
jagen,pijl-en-boog,
jagen,pijl,0.618
jagen,boogschutter,0.593
zuigen,kussen,0.633
zuigen,zoenen,0.721
zuigen,kus,0.638
comfortabel,genieten,0.676
rijk,geld uitgeven,
vuur,dirigeren,0.526
hoog,signaleren,0.535
man,mannelijk,0.739
vangen,vangen,1.0
slapen,slapen,1.0
ruiken,snuiven,0.817
kotsen,kotsen,1.0
knippen,knippen,1.0
auto,rijden,0.742
ei,koken,0.668
ziek,kotsen,0.685
slang,zwemmen,0.585
vallen,ontwijken,0.619
zwemmen,zwemmen,1.0
lopen,hardlopen,0.864
fluisteren,fluisteren,1.0
dansen,juichen,0.589
bloem,dwarrelen,0.582
zoemen,bij,0.582
hoorn,sprinten,0.528
bliksem,inslag,0.561
bang,knal,0.537
kruipen,snorren,0.625
springen,juichen,0.618
likken,slurpen,0.709
koken,bliksem,0.509
gek,achtbaan,0.603
vrouw,slachthuis,0.505
zwaar,bevallen,0.533
niet,fout,0.629
regen,spinnen,0.503
dik,reus,0.668
lachen,lachen,1.0
water,zinken,0.646
snijden,snijden,1.0
olifant,trompet spelen,
snel,afval wegvegen,
vis,zinken,0.571
luidruchtig,schreeuwen,0.734
geur,ruiken,0.933
oud,oud,1.0
grommen,grommen,1.0
staan,schattig,0.524
leeg,leeg,1.0
haasten,laat,0.669
hond,hond,1.0
heet,heet,1.0
zuur,zuur,1.0
piepen,kraken,0.713
blazen,uitblazen,0.857
kauwen,eten,0.748
slaan,vlakke,0.587
juichen,juichen,1.0
bal,service,0.497
bal,bal,1.0
koud,kou,0.951
berg,kijken,0.513
berg,berg,1.0
bijten,bijten,1.0
huilen,aanstellen,0.53
huilen,huilen,1.0
vechten,boksen,0.773
vechten,vechten,1.0
geven,uitdelen,0.797
geven,verkopen,0.671
geven,voedselbank,0.571
wind,scheet,0.836
wind,luchtverfrisser,
wind,geur,0.622
klok,telraam,0.586
klok,agenda,0.582
klok,klok,1.0
geheim,fluisteren,0.645
geheim,geheim,1.0
kind,baby,0.881
kind,kleuter,0.928
kind,kind,1.0
vlieg,volleybal,0.522
vlieg,service,0.509
vlieg,vlieg,1.0
misschien,twijfelen,0.642
misschien,gemiddeld,0.618
misschien,middelmatig,0.539
zout,koken,0.623
zout,kruiden,0.729
zout,proeven,0.573
verbranden,verbranden,1.0
vliegen,zweven,0.789
vliegen,vliegen,1.0
horen,luisteren,0.813
horen,horen,1.0
zingen,zingen,1.0
fiets,fietsen,0.975
fiets,pakketbezorger,
fiets,bellen,0.518
boos,grommen,0.653
boos,woede,0.813
boos,ruzie,0.649
vogel,fluiten,0.633
vogel,vrolijk,0.557
vogel,blij,0.537
dood,breken,0.517
dood,vallen,0.596
sterk,twijfelen,0.587
sterk,stemmingswisseling,
sterk,winnen,0.58
zoet,wijn,0.585
zoet,diner,0.58
zoet,lekker,0.807
ademen,ademen,1.0
eten,proeven,0.601
eten,wijn,0.62
eten,eten,1.0
eend,klinker,0.528
eend,pad,0.613
eend,dolfijn,0.601
telefoon,fietsen,0.505
telefoon,pakketbezorger,
telefoon,tour de france,
bitter,drinken,0.577
bitter,soep,0.563
bitter,magnetronmaaltijd,
langzaam,bij,0.56
langzaam,fietsen,0.55
langzaam,atletiek,0.483
klein,muis,0.59
klein,kruipen,0.549
klein,uil,0.547
staart,hond,0.615
staart,jagen,0.587
staart,hondenshow,
onweer,oorlog,0.536
onweer,geweer,0.527
onweer,lightsaber,
drinken,drinken,1.0
gooien,vallen,0.691
gooien,omvallen,0.699
gooien,springen,0.732
vliegtuig,raket,0.653
vliegtuig,straaljager,0.812
vliegtuig,vuurpijl,0.604
sneeuw,sneeuw,1.0
kat,kat,1.0
walgen,vies,0.677
walgen,lelijk,0.688
walgen,afkeur,0.67
ver,staren,0.577
ver,afstand,0.699
ver,horizon,0.655
blij,blij,1.0
verdrietig,verdriet,0.805
stil,stil,1.0
rennen,sprinten,0.9
rennen,langlaufen,0.652
rennen,rennen,1.0
zwaaien,zwaaien,1.0
glimlach,blij,0.687
glimlach,lachen,0.858
glimlach,glimlachen,0.992
ik,ik,1.0
groot,groot,1.0
goed,goed,1.0
scherp,scherp,1.0
jagen,jagen,1.0
weten,antwoorden,0.626
weten,vragen,0.691
weten,antwoord,0.594
zuigen,slurpen,0.772
zuigen,zuigen,1.0
haasten,rennen,0.678
bloem,vuurwerk,0.59
boos,boos,1.0
ei,kip,0.77
vrouw,vrouw,1.0
vis,vis,1.0
vlieg,mug,0.742
ziek,koorts,0.687
zuur,vies,0.623
snijden,snijder,0.656
dansen,dansen,1.0
walgen,vies,0.677
hond,blaffen,0.771
niet,nee,0.873
oud,opa,0.715
langzaam,lopen,0.614
staart,staart,1.0
horen,verstaan,0.737
leeg,leeg,1.0
rijk,geld,0.585
vogel,vogel,1.0
bitter,bitter,1.0
dood,dood,1.0
bang,schrikken,0.874
dik,dik,1.0
slaan,gevecht,0.644
jagen,leger,0.577
comfortabel,knuffelen,0.607
olifant,olifant,1.0
koud,koud,1.0
verdrietig,huilen,0.695
zout,vies,0.586
piepen,praten,0.648
vechten,slaan,0.654
ruiken,ruiken,1.0
fluisteren,fluisteren,1.0
knippen,snijden,0.872
auto,motor,0.874
ik,lachen,0.575
kat,kat,1.0
goed,goed,1.0
luidruchtig,woedend,0.73
geur,sniffen,
klein,muis,0.59
eten,doorslikken,0.675
koken,water,0.694
gek,rommel,0.594
zoemen,zoem,0.97
vuur,ruis,0.535
scherp,geld,0.499
huilen,huilen,1.0
springen,schreeuw,0.627
lachen,lachen,1.0
rennen,buiten adem,
geheim,stil,0.633
geheim,geluid,0.506
geheim,luisteren,0.545
klok,klok,1.0
hoog,lang,0.672
hoog,hoog,1.0
man,sterk,0.535
man,testosteron,0.583
man,man,1.0
stil,stil,1.0
slang,haai,0.62
slang,eng,0.559
slang,vis,0.606
weten,slim,0.606
weten,brein,0.591
weten,idee,0.646
slapen,slapen,1.0
zwemmen,zwemmen,1.0
sneeuw,sneeuwpop,0.877
sneeuw,sneeuw,1.0
eend,zeuren,0.512
eend,kippen,0.702
eend,kuiken,0.782
kind,kuiken,0.661
kind,kind,1.0
bliksem,bliksem,1.0
zoet,smaken,0.702
zoet,lekker,0.807
zoet,zoet,1.0
bijten,bijten,1.0
kauwen,happen,0.844
kauwen,eten,0.748
kauwen,kauwen,1.0
vallen,vallen,1.0
wind,verdrinken,0.516
wind,waaien,0.821
wind,golven,0.65
vliegtuig,vliegtuig,1.0
glimlach,vieren,0.556
glimlach,giechelen,0.781
